ID,teamName,year,avgPPD,oppTO,penalties,TO,wins,roundedTO,roundedPPD,roundedOppTO,roundedPenalties,playoffs
543,sfo,2003,1.92,37,104,25,7,25,2,35,105,NO
539,tam,2003,1.45,33,117,31,7,30,1.5,35,120,NO
531,was,2003,1.46,30,124,28,5,30,1.5,30,120,NO
548,buf,2002,1.97,19,112,31,8,30,2,20,105,NO
572,car,2002,1.08,33,94,40,7,40,1,35,90,NO
567,chi,2002,1.39,28,95,35,4,35,1.5,30,90,NO
552,cin,2002,1.39,20,99,35,2,35,1.5,20,105,NO
576,crd,2002,1.28,25,76,35,5,35,1.5,25,75,NO
564,dal,2002,0.9,30,105,34,5,35,1,30,105,NO
558,den,2002,2.06,22,104,27,9,25,2,20,105,NO
568,det,2002,1.35,24,104,31,3,30,1.5,25,105,NO
556,htx,2002,0.85,21,136,29,4,30,1,20,135,NO
555,jax,2002,1.78,27,89,15,6,15,2,25,90,NO
560,kan,2002,2.47,31,75,15,8,15,2.5,30,75,NO
547,mia,2002,1.92,30,103,30,9,30,2,30,105,NO
566,min,2002,2.01,23,137,41,6,40,2,25,135,NO
571,nor,2002,2.05,38,119,30,9,30,2,40,120,NO
546,nwe,2002,1.84,29,108,24,9,25,2,30,105,NO
574,ram,2002,1.6,26,120,45,7,45,1.5,25,120,NO
551,rav,2002,1.48,31,101,32,7,30,1.5,30,105,NO
559,sdg,2002,1.6,27,100,24,8,25,1.5,25,105,NO
575,sea,2002,1.79,30,100,28,7,30,2,30,105,NO
563,was,2002,1.45,26,116,40,7,40,1.5,25,120,NO
606,atl,2001,1.51,30,90,28,7,30,1.5,30,90,NO
581,buf,2001,1.32,19,123,33,3,35,1.5,20,120,NO
607,car,2001,1.11,36,87,35,1,35,1,35,90,NO
587,cin,2001,1.09,28,103,37,6,35,1,30,105,NO
584,cle,2001,1.27,42,94,33,7,35,1.5,40,90,NO
580,clt,2001,1.97,25,76,38,6,40,2,25,75,NO
596,crd,2001,1.44,24,72,27,7,25,1.5,25,75,NO
597,dal,2001,1.17,25,91,34,5,35,1,25,90,NO
590,den,2001,1.66,37,95,27,8,25,1.5,35,90,NO
602,det,2001,1.3,22,116,38,2,40,1.5,20,120,NO
586,jax,2001,1.41,24,97,27,6,25,1.5,25,90,NO
591,kan,2001,1.64,26,68,33,6,35,1.5,25,75,NO
601,min,2001,1.52,18,109,39,5,40,1.5,20,105,NO
605,nor,2001,1.66,30,119,35,7,35,1.5,30,120,NO
595,nyg,2001,1.42,28,97,29,7,30,1.5,30,90,NO
585,oti,2001,1.56,24,119,28,7,30,1.5,25,120,NO
592,sdg,2001,1.51,31,97,29,5,30,1.5,30,90,NO
589,sea,2001,1.44,27,66,21,9,20,1.5,25,60,NO
594,was,2001,1.24,34,104,28,8,30,1,35,105,NO
638,atl,2000,1.17,25,97,34,4,35,1,25,90,NO
611,buf,2000,1.51,29,101,23,8,25,1.5,30,105,NO
636,car,2000,1.56,38,84,35,7,35,1.5,40,90,NO
633,chi,2000,0.97,20,90,29,5,30,1,20,90,NO
617,cin,2000,0.89,21,99,35,4,35,1,20,105,NO
618,cle,2000,0.81,25,103,28,3,30,1,25,105,NO
628,crd,2000,1.15,20,96,44,3,45,1,20,90,NO
627,dal,2000,1.49,25,108,39,5,40,1.5,25,105,NO
632,det,2000,1.38,42,106,31,9,30,1.5,40,105,NO
631,gnb,2000,1.72,28,88,33,9,35,1.5,30,90,NO
616,jax,2000,1.85,30,95,29,7,30,2,30,90,NO
621,kan,2000,1.78,29,118,26,7,25,2,30,120,NO
612,nwe,2000,1.38,23,99,25,5,25,1.5,25,105,NO
610,nyj,2000,1.5,35,76,40,9,40,1.5,35,75,NO
615,pit,2000,1.54,35,81,21,9,20,1.5,35,75,NO
623,sdg,2000,1.15,22,121,50,1,50,1,20,120,NO
622,sea,2000,1.56,29,89,38,6,40,1.5,30,90,NO
637,sfo,2000,2.07,21,134,19,6,20,2,20,135,NO
626,was,2000,1.48,33,115,33,8,35,1.5,35,120,NO
667,atl,1999,1.42,18,110,35,5,35,1.5,20,105,NO
666,car,1999,2.14,29,106,34,8,35,2,30,105,NO
664,chi,1999,1.27,33,117,37,6,35,1.5,35,120,NO
648,cin,1999,1.33,27,126,32,4,30,1.5,25,120,NO
649,cle,1999,1.2,20,92,31,2,30,1,20,90,NO
658,crd,1999,1.09,27,70,40,6,40,1,25,75,NO
654,den,1999,1.49,26,114,28,6,30,1.5,25,120,NO
663,gnb,1999,1.69,41,100,36,8,35,1.5,40,105,NO
651,kan,1999,1.5,45,126,24,9,25,1.5,45,120,NO
669,nor,1999,1.22,34,110,39,3,40,1,35,105,NO
643,nwe,1999,1.33,31,95,33,8,35,1.5,30,90,NO
657,nyg,1999,1.37,24,98,32,7,30,1.5,25,105,NO
642,nyj,1999,1.49,35,87,22,8,20,1.5,35,90,NO
659,phi,1999,1.09,46,102,39,5,40,1,45,105,NO
647,pit,1999,1.53,28,119,25,6,25,1.5,30,120,NO
653,rai,1999,1.9,33,98,29,8,30,2,35,105,NO
646,rav,1999,1.35,31,125,31,8,30,1.5,30,120,NO
652,sdg,1999,1.26,27,104,35,8,35,1.5,25,105,NO
668,sfo,1999,1.42,20,120,32,4,30,1.5,20,120,NO
2,buf,2019,1.66,23,117,19,10,20,1.5,25,120,YES
21,gnb,2019,2.1,25,100,13,13,15,2,25,105,YES
9,htx,2019,2.19,22,111,22,10,20,2,20,105,YES
13,kan,2019,2.62,23,107,15,12,15,2.5,25,105,YES
22,min,2019,2.3,31,96,20,10,20,2.5,30,90,YES
25,nor,2019,2.54,23,120,8,13,10,2.5,25,120,YES
1,nwe,2019,1.99,36,94,15,12,15,2,35,90,YES
10,oti,2019,2.04,23,99,17,9,15,2,25,105,YES
17,phi,2019,2.01,20,100,23,9,25,2,20,105,YES
5,rav,2019,2.96,25,109,15,14,15,3,25,105,YES
30,sea,2019,2.09,32,109,20,11,20,2,30,105,YES
29,sfo,2019,2.44,27,105,23,13,25,2.5,25,105,YES
53,chi,2018,2.07,36,97,24,12,25,2,35,90,YES
42,clt,2018,2.38,26,120,24,10,25,2.5,25,120,YES
49,dal,2018,1.96,20,104,17,10,15,2,20,105,YES
41,htx,2018,2.03,29,105,16,11,15,2,30,105,YES
45,kan,2018,3.12,27,137,18,12,20,3,25,135,YES
57,nor,2018,2.96,24,94,16,13,15,3,25,90,YES
33,nwe,2018,2.27,28,93,18,11,20,2.5,30,90,YES
50,phi,2018,2.07,17,100,23,9,25,2,15,105,YES
61,ram,2018,2.66,30,96,19,13,20,2.5,30,90,YES
37,rav,2018,2.06,17,116,20,10,20,2,15,120,YES
46,sdg,2018,2.4,20,113,19,12,20,2.5,20,120,YES
62,sea,2018,2.3,26,111,11,10,10,2.5,25,105,YES
91,atl,2017,2.06,16,102,18,10,20,2,15,105,YES
66,buf,2017,1.57,25,98,16,9,15,1.5,25,105,YES
90,car,2017,1.97,21,83,22,11,20,2,20,90,YES
73,jax,2017,1.82,33,112,23,10,25,2,35,105,YES
77,kan,2017,2.21,26,118,11,10,10,2,25,120,YES
85,min,2017,2.03,19,100,14,13,15,2,20,105,YES
89,nor,2017,2.41,25,105,18,11,20,2.5,25,105,YES
65,nwe,2017,2.61,18,95,12,13,10,2.5,20,90,YES
74,oti,2017,1.72,21,85,25,9,25,1.5,20,90,YES
81,phi,2017,2.21,31,116,20,13,20,2,30,120,YES
69,pit,2017,2.23,22,101,20,13,20,2,20,105,YES
93,ram,2017,2.33,28,107,21,11,20,2.5,30,105,YES
124,car,2016,1.81,27,98,29,6,30,2,25,105,YES
103,cin,2016,1.87,20,88,17,6,15,2,20,90,YES
126,crd,2016,2.03,28,104,28,7,30,2,30,105,YES
118,det,2016,2.08,14,100,15,9,15,2,15,105,YES
117,gnb,2016,2.47,25,100,17,10,15,2.5,25,105,YES
105,htx,2016,1.44,17,87,24,9,25,1.5,15,90,YES
109,kan,2016,1.9,33,109,17,12,15,2,35,105,YES
97,nwe,2016,2.41,23,93,11,14,10,2.5,25,90,YES
114,nyg,2016,1.49,25,88,27,11,25,1.5,25,90,YES
101,pit,2016,2.16,23,112,18,11,20,2,25,105,YES
110,rai,2016,2.11,30,147,14,12,15,2,30,150,YES
125,sea,2016,1.9,19,117,18,10,20,2,20,120,YES
153,car,2015,2.4,39,103,19,15,20,2.5,40,105,YES
133,cin,2015,2.26,28,111,17,12,15,2.5,30,105,YES
157,crd,2015,2.37,33,94,24,13,25,2.5,35,90,YES
141,den,2015,1.58,27,115,31,12,30,1.5,25,120,YES
150,gnb,2015,1.83,22,105,17,10,15,2,20,105,YES
137,htx,2015,1.57,25,107,20,9,20,1.5,25,105,YES
142,kan,2015,1.99,29,104,15,11,15,2,30,105,YES
149,min,2015,1.9,22,88,17,11,15,2,20,90,YES
129,nwe,2015,2.34,21,96,14,12,15,2.5,20,90,YES
134,pit,2015,2.1,30,94,28,10,30,2,30,90,YES
158,sea,2015,2.27,23,117,16,10,15,2.5,25,120,YES
145,was,2015,1.95,27,105,22,9,20,2,25,105,YES
185,car,2014,1.79,26,83,23,7,25,2,25,90,YES
166,cin,2014,1.84,26,102,26,10,25,2,25,105,YES
169,clt,2014,2.18,26,105,31,11,30,2,25,105,YES
190,crd,2014,1.52,25,91,17,11,15,1.5,25,90,YES
177,dal,2014,2.49,31,105,25,12,25,2.5,30,105,YES
173,den,2014,2.31,25,120,20,12,20,2.5,25,120,YES
182,det,2014,1.71,27,118,20,11,20,1.5,25,120,YES
181,gnb,2014,2.63,27,92,13,12,15,2.5,25,90,YES
161,nwe,2014,2.4,25,120,13,12,15,2.5,25,120,YES
165,pit,2014,2.23,21,103,21,11,20,2,20,105,YES
167,rav,2014,2.13,22,111,20,10,20,2,20,105,YES
189,sea,2014,2.13,24,130,14,12,15,2,25,135,YES
217,car,2013,1.99,30,80,19,12,20,2,30,75,YES
197,cin,2013,1.91,31,102,30,11,30,2,30,105,YES
201,clt,2013,1.97,27,66,14,11,15,2,25,60,YES
205,den,2013,2.83,26,117,26,13,25,3,25,120,YES
213,gnb,2013,2.15,22,86,25,8,25,2,20,90,YES
206,kan,2013,1.79,36,101,18,11,20,2,35,105,YES
218,nor,2013,2.29,19,95,19,11,20,2.5,20,90,YES
193,nwe,2013,2.1,29,69,20,12,20,2,30,75,YES
209,phi,2013,2.12,31,95,19,10,20,2,30,90,YES
207,sdg,2013,2.33,17,95,21,9,20,2.5,15,90,YES
221,sea,2013,2.12,39,128,19,13,20,2,40,135,YES
222,sfo,2013,1.96,30,103,18,12,20,2,30,105,YES
249,atl,2012,2.33,31,55,18,13,20,2.5,30,60,YES
230,cin,2012,1.86,30,99,26,10,25,2,30,105,YES
234,clt,2012,1.76,15,94,27,11,25,2,15,90,YES
237,den,2012,2.24,24,100,25,13,25,2,25,105,YES
245,gnb,2012,2.18,23,103,16,11,15,2,25,105,YES
233,htx,2012,1.88,29,108,17,12,15,2,30,105,YES
246,min,2012,1.88,22,90,23,10,25,2,20,90,YES
225,nwe,2012,2.74,41,97,16,12,15,2.5,40,90,YES
229,rav,2012,1.88,25,121,16,10,15,2,25,120,YES
254,sea,2012,2.19,31,110,18,11,20,2,30,105,YES
253,sfo,2012,2.1,25,109,16,11,15,2,25,105,YES
241,was,2012,2.23,31,116,14,10,15,2,30,120,YES
282,atl,2011,2.04,29,93,21,10,20,2,30,90,YES
263,cin,2011,1.6,22,99,22,9,20,1.5,20,105,YES
269,den,2011,1.34,18,101,30,8,30,1.5,20,105,YES
278,det,2011,2.14,34,128,23,10,25,2,35,135,YES
277,gnb,2011,2.85,38,76,14,15,15,3,40,75,YES
265,htx,2011,1.93,27,99,20,10,20,2,25,105,YES
281,nor,2011,2.96,16,99,19,13,20,3,15,105,YES
257,nwe,2011,2.68,34,87,17,13,15,2.5,35,90,YES
273,nyg,2011,1.9,31,94,24,9,25,2,30,90,YES
262,pit,2011,1.83,15,101,28,12,30,2,15,105,YES
261,rav,2011,1.84,26,92,24,12,25,2,25,90,YES
285,sfo,2011,1.85,38,113,10,13,10,2,40,120,YES
313,atl,2010,2.12,31,58,17,13,15,2,30,60,YES
309,chi,2010,1.55,35,91,31,11,30,1.5,35,90,YES
297,clt,2010,2.23,21,79,25,10,25,2,20,75,YES
310,gnb,2010,1.97,32,78,22,10,20,2,30,75,YES
301,kan,2010,1.77,23,90,14,10,15,2,25,90,YES
314,nor,2010,2.12,25,90,31,11,30,2,25,90,YES
289,nwe,2010,2.76,38,83,10,14,10,3,40,90,YES
290,nyj,2010,1.65,30,103,21,11,20,1.5,30,105,YES
305,phi,2010,2.13,34,129,25,10,25,2,35,135,YES
293,pit,2010,1.93,35,100,18,12,20,2,35,105,YES
294,rav,2010,1.75,27,90,20,12,20,2,25,90,YES
317,sea,2010,1.35,22,101,31,7,30,1.5,20,105,YES
325,cin,2009,1.58,25,114,25,10,25,1.5,25,120,YES
329,clt,2009,2.29,26,74,24,14,25,2.5,25,75,YES
349,crd,2009,1.78,29,108,36,10,35,2,30,105,YES
337,dal,2009,1.9,21,115,19,11,20,2,20,120,YES
342,gnb,2009,2.26,40,118,16,11,15,2.5,40,120,YES
341,min,2009,2.39,24,101,18,12,20,2.5,25,105,YES
345,nor,2009,2.44,39,89,28,13,30,2.5,40,90,YES
321,nwe,2009,2.29,28,81,22,10,20,2.5,30,75,YES
322,nyj,2009,1.62,31,88,30,9,30,1.5,30,90,YES
338,phi,2009,1.99,38,115,23,11,25,2,40,120,YES
326,rav,2009,1.99,32,115,22,9,20,2,30,120,YES
333,sdg,2009,2.46,25,78,17,13,15,2.5,25,75,YES
378,atl,2008,2.11,18,71,21,11,20,2,20,75,YES
377,car,2008,2.08,25,94,19,12,20,2,25,90,YES
362,clt,2008,2.31,26,86,17,12,15,2.5,25,90,YES
381,crd,2008,2.19,30,107,30,9,30,2,30,105,YES
353,mia,2008,1.89,30,81,13,11,15,2,30,75,YES
373,min,2008,1.82,25,90,31,10,30,2,25,90,YES
369,nyg,2008,2.26,22,102,13,12,15,2.5,20,105,YES
361,oti,2008,1.81,31,108,17,13,15,2,30,105,YES
370,phi,2008,1.83,29,74,26,9,25,2,30,75,YES
357,pit,2008,1.72,29,95,25,12,25,1.5,30,90,YES
358,rav,2008,1.73,34,103,21,11,20,1.5,35,105,YES
365,sdg,2008,2.41,24,95,20,8,20,2.5,25,90,YES
393,clt,2007,2.57,37,67,19,13,20,2.5,35,60,YES
401,dal,2007,2.35,29,104,24,13,25,2.5,30,105,YES
405,gnb,2007,2.07,28,113,24,13,25,2,30,120,YES
394,jax,2007,2.28,30,76,21,11,20,2.5,30,75,YES
385,nwe,2007,3.19,31,78,15,16,15,3,30,75,YES
402,nyg,2007,1.77,25,77,34,10,35,2,25,75,YES
395,oti,2007,1.52,34,101,34,10,35,1.5,35,105,YES
389,pit,2007,2.11,25,80,22,10,20,2,25,75,YES
397,sdg,2007,1.88,48,94,24,11,25,2,50,90,YES
413,sea,2007,1.77,34,59,24,10,25,2,35,60,YES
409,tam,2007,1.7,35,81,20,9,20,1.5,35,75,YES
403,was,2007,1.65,24,90,29,9,30,1.5,25,90,YES
437,chi,2006,1.8,44,112,36,13,35,2,45,105,YES
425,clt,2006,2.65,26,86,19,12,20,2.5,25,90,YES
434,dal,2006,2.21,31,100,30,9,30,2,30,105,YES
430,kan,2006,1.74,30,76,26,9,25,1.5,30,75,YES
441,nor,2006,2.09,19,79,23,10,25,2,20,75,YES
417,nwe,2006,1.98,35,98,27,12,25,2,35,105,YES
435,nyg,2006,1.8,28,101,28,8,30,2,30,105,YES
418,nyj,2006,1.68,25,70,25,10,25,1.5,25,75,YES
433,phi,2006,1.98,29,112,24,10,25,2,30,105,YES
421,rav,2006,1.6,40,109,23,13,25,1.5,40,105,YES
429,sdg,2006,2.47,28,90,15,14,15,2.5,30,90,YES
445,sea,2006,1.59,26,94,34,9,35,1.5,25,90,YES
474,car,2005,1.96,42,91,26,11,25,2,40,90,YES
469,chi,2005,1.13,34,105,28,11,30,1,35,105,YES
453,cin,2005,2.31,44,110,20,11,20,2.5,45,105,YES
457,clt,2005,2.5,31,94,19,14,20,2.5,30,90,YES
461,den,2005,2.01,36,97,16,13,15,2,35,90,YES
458,jax,2005,1.77,28,121,17,12,15,2,30,120,YES
449,nwe,2005,2,18,110,24,10,25,2,20,105,YES
465,nyg,2005,1.95,37,143,25,11,25,2,35,150,YES
454,pit,2005,2,30,99,23,11,25,2,30,105,YES
477,sea,2005,2.34,27,94,17,13,15,2.5,25,90,YES
473,tam,2005,1.45,30,131,23,11,25,1.5,30,135,YES
466,was,2005,1.72,28,108,27,10,25,1.5,30,105,YES
505,atl,2004,1.63,32,109,30,11,30,1.5,30,105,YES
489,clt,2004,2.78,36,106,17,12,15,3,35,105,YES
494,den,2004,1.92,20,93,29,10,30,2,20,90,YES
501,gnb,2004,2.13,15,116,29,10,30,2,15,120,YES
502,min,2004,2.29,22,117,21,8,20,2.5,20,120,YES
481,nwe,2004,2.25,36,101,27,14,25,2,35,105,YES
482,nyj,2004,1.78,33,91,16,10,15,2,35,90,YES
497,phi,2004,1.95,28,124,22,13,20,2,30,120,YES
485,pit,2004,1.88,32,99,21,15,20,2,30,105,YES
510,ram,2004,1.69,15,127,39,8,40,1.5,15,120,YES
493,sdg,2004,2.41,33,108,18,12,20,2.5,35,105,YES
509,sea,2004,1.81,35,79,27,9,25,2,35,75,YES
537,car,2003,1.5,26,116,31,11,30,1.5,25,120,YES
521,clt,2003,2.41,30,92,20,12,20,2.5,30,90,YES
530,dal,2003,1.31,25,98,29,10,30,1.5,25,105,YES
526,den,2003,1.95,20,107,24,10,25,2,20,105,YES
533,gnb,2003,2.18,32,88,32,10,30,2,30,90,YES
525,kan,2003,2.34,37,79,18,13,20,2.5,35,75,YES
513,nwe,2003,1.47,41,111,24,14,25,1.5,40,105,YES
522,oti,2003,2.07,34,110,21,12,20,2,35,105,YES
529,phi,2003,1.88,26,96,22,12,20,2,25,90,YES
541,ram,2003,2.09,46,92,39,12,40,2,45,90,YES
517,rav,2003,1.6,41,126,38,10,40,1.5,40,120,YES
542,sea,2003,2.06,28,91,29,10,30,2,30,90,YES
570,atl,2002,2.03,39,105,27,9,25,2,40,105,YES
550,cle,2002,1.7,29,107,31,9,30,1.5,30,105,YES
554,clt,2002,1.87,27,91,32,10,30,2,25,90,YES
565,gnb,2002,1.87,45,108,28,12,30,2,45,105,YES
562,nyg,2002,1.63,25,113,27,10,25,1.5,25,120,YES
545,nyj,2002,1.96,23,79,19,9,20,2,25,75,YES
553,oti,2002,1.87,29,112,25,11,25,2,30,105,YES
561,phi,2002,1.92,38,111,24,12,25,2,40,105,YES
549,pit,2002,1.91,36,90,36,10,35,2,35,90,YES
557,rai,2002,2.38,31,129,19,11,20,2.5,30,135,YES
573,sfo,2002,2.03,27,87,17,10,15,2,25,90,YES
569,tam,2002,1.6,38,103,21,12,20,1.5,40,105,YES
598,chi,2001,1.55,37,63,24,13,25,1.5,35,60,YES
599,gnb,2001,1.85,39,80,27,12,25,2,40,75,YES
578,mia,2001,1.66,28,107,38,11,40,1.5,30,105,YES
577,nwe,2001,1.75,35,92,28,11,30,2,35,90,YES
579,nyj,2001,1.52,39,62,21,10,20,1.5,40,60,YES
593,phi,2001,1.54,33,100,24,11,25,1.5,35,105,YES
582,pit,2001,1.76,28,86,21,13,20,2,30,90,YES
588,rai,2001,1.97,24,107,25,10,25,2,25,105,YES
603,ram,2001,2.57,34,107,44,14,45,2.5,35,105,YES
583,rav,2001,1.45,28,89,36,10,35,1.5,30,90,YES
604,sfo,2001,2.14,34,82,19,12,20,2,35,75,YES
600,tam,2001,1.6,39,77,22,9,20,1.5,40,75,YES
609,clt,2000,2.27,22,89,29,10,30,2.5,20,90,YES
620,den,2000,2.15,44,89,25,11,25,2,45,90,YES
608,mia,2000,1.56,41,115,26,11,25,1.5,40,120,YES
629,min,2000,2.27,18,106,28,11,30,2.5,20,105,YES
634,nor,2000,1.76,35,124,26,10,25,2,35,120,YES
624,nyg,2000,1.68,31,91,24,12,25,1.5,30,90,YES
613,oti,2000,1.57,30,107,30,13,30,1.5,30,105,YES
625,phi,2000,1.72,31,113,29,11,30,1.5,30,120,YES
619,rai,2000,2.25,37,118,20,12,20,2,35,120,YES
635,ram,2000,2.76,25,111,35,10,35,3,25,105,YES
614,rav,2000,1.58,49,95,26,12,25,1.5,50,90,YES
630,tam,2000,1.71,41,82,24,10,25,1.5,40,75,YES
640,buf,1999,1.61,21,97,27,11,25,1.5,20,90,YES
639,clt,1999,2.13,23,81,28,13,30,2,25,75,YES
656,dal,1999,1.56,33,136,23,8,25,1.5,35,135,YES
662,det,1999,1.5,32,110,22,8,20,1.5,30,105,YES
644,jax,1999,1.84,30,90,18,14,20,2,30,90,YES
641,mia,1999,1.51,28,111,34,9,35,1.5,30,105,YES
661,min,1999,2,30,114,40,10,40,2,30,120,YES
645,oti,1999,1.78,40,114,22,13,20,2,40,120,YES
665,ram,1999,2.37,36,113,31,13,30,2.5,35,120,YES
650,sea,1999,1.59,36,98,33,9,35,1.5,35,105,YES
660,tam,1999,1.24,31,75,35,11,35,1,30,75,YES
655,was,1999,2.02,37,104,25,10,25,2,35,105,YES
